,specialty,links,question,answer
589,Khoa hô hấp,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-ho-hap-tim-mach-so-469321,,
590,Khoa tim mạch,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-tim-mach-so-465451,"Xin chào bác sĩ, tôi bị tăng huyết mấy năm nay hằng ngày đều uống thuốc huyết  áp do bs khám kê toa việc uống liên tục dài ngày như vậy có tác dụng  phụ gì không?","Chào bạn,
Việc dùng thuốc điều trị huyết áp liên tục kéo dài tất nhiên sẽ có tác dụng phụ, gây hại cho cơ thể như làm giảm sinh lý, men gan tăng. Tuy nhiên điều trị bệnh huyết áp để không bị xuất huyết não và bệnh huyết áp nặng thêm thì những tác dụng phụ này không tránh được, vẫn nên dùng thuốc.
Thân mến!"
591,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-tieu-hoa-so-467547,"Xin chào bác sĩ,em bị bệnh trĩ(do em nghi ngờ) nhung giờ đi khám em rất xí hổ vay xin hỏi bác sĩ bây giờ em phải làm thế nào ạ?xin cảm ơn bác sĩ .","Chào bạn. 
Bệnh trĩ nếu để lâu không được chữa kịp thời sẽ chuyển biến nặng khiến búi trĩ thò ra ngoài, gây đau đớn, khó chịu vô cùng trong sinh hoạt. Nếu nhẹ điều trị sẽ có hiệu quả cao và giảm nguy cơ tái phát. Chính vì thế bạn không nên xấu hổ khi phải đi khám nhé.
Ngoài ra nếu phải ngồi nhiều nên thỉnh thoảng đứng dậy đi lại 5-10 phút. Chú ý đến chế độ dinh dưỡng, ăn nhiều rau, uống nhiều nước, tránh các đồ cay nóng, chất kích thích.
Thân mến"
592,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-486346,Tôi bị viêm gan b dạng chưa cần dùng thuốc. Gần đây tôi tôi có dùng thêm thuốc nam. Vậy có ảnh hưởng gì không thưa bác sĩ. Tôi xin cảm ơn.,"Chào bạn,
Thuốc nam là dược liệu rất tốt giúp cải thiện men gan, bạn không cần lo lắng mà vẫn tiếp tục sử dụng thuốc bình thường nhé.
Một số loại thuốc nam có thành phần của cây chó đẻ, diệp hạ châu ...rất tốt , cải thiện tình trạng tăng men gan.
Chúc bạn nhiều sức khỏe!
Thân mến!"
593,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-481388,"Xin chào bác sĩ, tôi năm nay 41 tuổi, hằng ngày tôi sinh hoạt ăn uống và tập thể dục đều độ.vậy sao tôi thường xuyên bị triệu chứng khi ngồi xổm độ chừng 3 phút sau đó đứng lên sẽ bị say xẩm và tim đập rất nhanh hoặc ngồi với thời gian chừng 1 tiếng đồng hồ cũng bỊ triệu chứng như trên. Xin BS trả lời và hướng dẫ giúp tôi nên điều tri như thế nào cho hợp lý. Xin chân thành cám ơn.","Chào bạn
Tình trạng của bạn có thể do thiếu máu hoặc do huyết áp thấp . Khi đứng lên ngồi xuống đột ngột thường thấy xây xẩm mặt mày, choáng váng. 
Bạn cần đi khám, xét nghiệm máu và đo huyết áp xem nguyên nhân do đâu. Nếu do nguyên nhân này cần bổ sung thuốc bổ máu, cụ thể là Sắt. Khi đứng lên, nên đứng dậy từ từ, không nên đứng dậy đột ngột.
Thân mến"
594,Chủ đề nổi bật,https://edoctor.io/hoi-dap/hoi-lam-sao-de-giam-bot-mun-cam-o-mat,"Dạ con chào Bác Sĩ , năm nay con 14 tuổi. Trên mặt con xuất hiện khá nhiều mụn cám , vậy con cần làm gì để bớt triệu chứng này ạ? Xin bác sĩ cho lời khuyên. ","Chào em
Cách trị mụn cám
Dùng chanh “tiêu diệt” mụn cám
Cách 1: Sau khi rửa mặt sạch, dùng nước cốt chanh thoa lên vùng bị mụn, để qua đêm, sáng mai rửa mặt bằng nước ấm sẽ thấy rõ hiệu quả của nó;
Cách 2:  Dùng 1 thìa nước cốt chanh trộn đều với 1 thìa mật ong, thoa đều lên mặt, massage nhẹ nhàng 10-15 rồi rửa sạch bằng nước ấm. Thực hiện 3 lần/1 tuần bạn có tác dụng ngăn ngừa, điều trị mụn cám hiệu quả
Sử dụng đá làm từ nước chè xanh
Bạn nấu 1 lít nước với 100g lá chè xanh để có nước chè đặc, để nguội, cho vào khay làm đá để đông thành những viên đá nhỏ;
Sử dụng đá làm từ nước chè xanh chà xát lên vùng da bị mụn mỗi ngày 30 phút có tác dụng diệt khuẩn, se khít lỗ chân lông và đánh bay mụn cám rất hiệu quả
Mẹo trị mụn từ khoai tây
Dùng nước ép củ khoai tây: massage nhẹ nhàng lên mặt 30 phút rồi rửa sạch lại với nước ấm, nước lạnh luân phiên sẽ cho hiệu quả rõ rệt;
Kết hợp khoai tây và chanh: Làm sạch, gọt vỏ một củ khoai tây, cắt thành những lát mỏng nhúng qua nước cốt chanh và đắp lên mặt khoảng 20 phút rồi rửa mặt sạch với nước ấm.
Mẹo trị mụn cám từ lòng trắng trứng gà
Đánh tan lòng trắng trứng với một vài giọt nước cốt chanh;
Rửa mặt sạch;
Xông hơi mặt với nước ấm 10 phút để da mặt thông thoáng, lỗ chân lông giản nở;
Dùng tấm mặt nạ kh, nhúng vào hỗn hợp chanh – lòng trắng trứng và đắp lên mặt;
Để đến khi mặt nạ khô hoàn toàn, bạn dùng tay nhẹ nhàng lột mặt nạ ra thì mụn cám và mụn đầu đen sẽ theo mặt nạ đi ra ngoài rất dễ dàng;
Sau đó, rửa mặt sạch và thoa kem dưỡng ẩm cho da;
Thực hiện 1 lần/1 tuần nhé.
Ngăn ngừa và điều trị mụn cám từ bên trong
Chế độ ăn uống lành mạnh:
+ Uống nhiều nước mỗi ngày (từ 2-2,5 lít 1 ngày).
+ Trong thực đơn ăn hàng ngày cần giảm lượng đường, muối, đồ rán, thức ăn nhanh, soda và một số thực phẩm gây hại cho dạ dày.
+ Tăng cường ăn rau xanh, thịt nạc, nước ép trái cây đặc biệt là nước chanh, nước cam có tác dụng hỗ trợ điều trị mụn cám từ bên trong rất hiệu quả.
Giữ cho tinh thần thư giãn, thoải mái, hạn chế lo âu, phiền muộn, stress là môi trường thuận lợi để mụn hình thành và sinh sôi, nảy nở.
Không thức quá khuya, tốt nhất là nên đi ngủ trước 23 giờ để da có điều kiện tái tạo theo đúng nhịp sinh học của cơ thể.
Tập thể dục đều đặn mỗi ngày để tăng cường sức khỏe, nâng cao khả năng đề kháng và tăng khả năng giải độc của cơ thể.
Thân mến"
595,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-471876,Tôi hay bị đau đầu về đêm xin được tư vấn cách điều trị,"Đây là 1 triệu chứng của rất nhiều loại bệnh. Vì vậy phải xác định được nguyên nhân gây ra tình trạng này để biết hướng điều trị cho đúng. Nếu bạn có tiền sử về bệnh huyết áp, tim mạch, tiểu đường, viêm xoang mãn....thì bạn vui lòng cung cấp thêm thông tin để bác sỹ có thể tư vấn chính xác hơn. Trong trường hợp đau nhiều quá, bạn có thể uống 1 viên thuốc giảm đau Paracetamol 500mg ( Efferalgan 500mg với điều kiện bạn không bị suy gan, suy thận). 
Vì thông tin bạn cung cấp không nhiều nên bác sỹ khó có thể tư vấn đầy đủ. Nếu tình trạng này kéo dài và ngày càng tăng thì bạn nên đi khám, xác định nguyên nhân sớm. 
Chúc bạn thật nhiều sức khỏe!"
596,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-467432,"Xin chào bác sĩ,
Xin cho hoi nhung chi so xét nghiệm viêm gan sieu vi B","Chào bạn!
 Xét nghiệm viêm gan B 
Xét nghiệm định tính HBsAg: Nếu chỉ số dương tính (HBsAg+) thì bạn đã nhiễm viêm gan B
Xét nghiệm Anti-HBc (HBc-Ab) : Nếu xét nghiệm dương tính bạn có thể đã tiếp xúc với người nhiễm virus viêm gan b. Tuy nhiên xét nghiệm này không chắc là virus viêm gan b trong cơ thể bạn có hoạt động hay không.
 Xét nghiệm Anti-HBs (HBs-Ab) : Nếu chỉ số cho kết quả dương tính là bạn đã miễn dịch với viêm gan b. Trong trường hợp bạn đã tiêm phòng vacxin viêm gan b thì cũng cho kết quả tương tự.
 Xét nghiệm HbeAg:nếu kết quả cho dương tính thì virus viêm gan b trong cơ thể bạn đang hoạt động mạnh và có thể nhân đôi. Bạn nên sử dụng thuốc điều trị ngăn cản sự hoạt động của virus. Nếu sau 3 tháng kết quả này vẫn dương tính thì nghĩa là viêm gan b cấp tính đang chuyển sang mãn tính.
Kiểm tra định lượng HBV-DNA là hạng mục kiểm tra viêm gan B  tiên tiến nhất tại nước ta đóng một vai trò quan trọng trong việc kiểm tra viêm gan B, có ý nghĩa quan trọng trong việc trị liệu viêm gan B. Phát hiện HBV-DNA lâm sàng là áp dụng để chuẩn đoán tình hình phục hồi của virus trong cơ thể người bệnh và số lượng virut viêm gan B, người bệnh làm kiểm tra HBV-DNA, có thể xác định số lượng virus trong cơ thể người bệnh là nhiều hay ít, có cần thiết tiến hành trị liệu kháng virus
Thân mến."
597,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-470195,"Xin chào bác sĩ, ngay cổ phần dưới cằm dưới tai, con sờ có cục gì cứng cứng hồi lúc mới thấy ấn vào thấy đau nhưng bây giờ cũng không đau lắm, nhưng con cảm giác cổ hơi mỏi. Không biết cái đó có phải là hạch như 1 số trang mạng vẫn nói hay là con bị bứu gì không ạ.","Chào bạn!
Qua những gì bạn mô tả có thể đó là biểu hiệu của hạch ,thường là phản ứng lành tính  của hệ bạch huyết trước tình trạng viêm của cơ thể ( như viêm họng, nhiễm siêu vi...), hạch viêm lành tính  thường có kích thước <1cm, mật độ chắc, bờ rõ, di động tốt, thường đau nhẹ, thường mất trong vòng 1-2 tuần.
Tuy nhiên cũng có thể có các nguyên nhân hiếm gặp, bệnh lý ác tính của hạch bạch huyết, hay một bệnh lý ác tính khác trong cơ thể , biểu hiện của hạch thường là hạch to, cứng, không di dộng, nhiều hạch dính chùm, không tự hết trong trường hợp này cần phải đến các cơ sở y tế khám, làm thêm các khảo sát (sinh thiết hạch) để xác định chính xác nguyên nhân và có hướng điều trị phù hợp.
Thân mến."
598,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-475390,"Xin chào bác sĩ,giơ cháu muốn tiêm phòng viêm gan B thì phải tiêm mấy đợt và 6 thÁng sau mới kế hoạch có con phải k ạ","Chào bạn, khi bạn đi chích ngừa người ta sẽ cho bạn làm các xét nghiệm miễn dịch về viêm gan B để biết bạn đã từng bị mắc vi rút viêm gan B bao giờ chưa.Bạn được tiêm ngừa khi không có kháng nguyên và kháng thể, khi đó bác sĩ chỉ định tiêm 03 mũi vắc-xin theo lịch 0, 1 tháng, 6 tháng như sau:

-    Mũi 1: sau khi có kết quả xét nghiệm
-    Mũi 2: 1 tháng sau khi tiêm mũi 1
-    Mũi 3: 6 tháng sau khi tiêm mũi 1

Bạn cần tiêm đúng và đủ 3 mũi theo lịch mới tạo được đáp ứng kháng thể bảo vệ lâu dài. Vị trí tiêm vắc-xin là cơ delta ở cánh tay, nếu tiêm ở vị trí khác, hiệu quả vắc-xin sẽ không cao. Sau khi tiêm mũi 3 từ một đến hai tháng, bạn có thể xét nghiệm antiHBs để xem có đủ kháng thể bảo vệ hay không (antiHBs ≥ 10 mIU/mL). Khoảng 95% người tiêm 3 mũi vắc-xin sẽ có đủ kháng thể bảo vệ. Nếu chưa có kháng thể bảo vệ (antiHBs < 10 mIU/mL) sau khi tiêm vắc-xin, bạn sẽ được chỉ định tiêm một đợt vắc-xin 03 mũi 0, 1 tháng, 6 tháng như trên một lần nữa. Nếu vẫn không có kháng thể bảo vệ sau đợt tiêm thứ hai, bạn được xem là người không đáp ứng với vắc-xin. Tình huống này thường gặp ở người lớn tuổi, béo phì, hút thuốc lá hay nhiễm VGSV B thể ẩn (HBsAg âm tính, nhưng có nhiễm VGSV B trong máu hay tại gan với một nồng độ thấp).

Thực ra viêm gan B người ta sợ mẹ lây cho con là trong quá trình chuyển dạ, qua đường máu, chứ không sợ lây cho con trong khi còn trong bụng mẹ nhé (tỉ lệ lây rất thấp).Tuy không có nghiên cứu chứng thực nào nhưng người ta sợ khi tiêm ngừa sẽ có thể gây dị tật cho thai nên vẫn khuyên bạn không mang thai trong thời gian chích ngừa nhé.Thân"
599,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-so-459077,"Xin chào bác sĩ, mẹ cháu thỉnh thoảng hay bị tụt huyết áp. Cháu nghe nói uống sâm hay trà gừng thì có thể cải thiện tình trạng tụt huyết áp tạm thời phải không thưa Bs? Cháu phải ra hiệu thuốc mua thuốc như thế nào ạ? Cháu phải làm gì để cải thiện tình trạng của mẹ cháu ạ? Cháu xin cảm ơn Bs!","Chào bạn!
Biện pháp xử lý người bị tụt huyết áp

Khi người bị tụt huyết áp đầu tiên chúng ta lên đưa ngừoi bệnh đến một nơi thoáng mát hoặc đặt người bệnh lên giường rồi xử lý bằng cách:
•Uống cafe, trà gừng, nước sâm. Đây là những loại nước có tác dụng có hỗ trợ tăng huyết áp.
•Sô-cô-la là bài thuốc hữu hiệu khi bị tụt huyết áp.
•Dùng phương pháp xoa bóp bấm huyệt như: day huyệt thái dương, huyệt phong trì, vuốt trán.
•Sử dụng các loại thuốc hỗ trợ tăng huyết áp và làm theo chỉ dẫn của bác sĩ.

Phòng tránh bệnh tụt huyết áp
•Nên ăn nhiều hoa quả
•Bổ sung đầy đủ dưỡng chất cho cơ thể
•Tập luyện thể dục thể thao điều độ, hằng ngày
•Hạn chế uống rượu bia
•Ngủ đủ giấc từ 7-9 tiếng/ngày
•Uống 2-2,5 lít nước mỗi ngày
•Tránh hoạt động trực tiếp dưới trời nắng, mưa quá lâu"
600,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-tiet-nieu-so-466813,"Xin chào bác si.
Tôi hay đi cầu nhìều lần trong ngày.vậy tôi uống nứớc gừng trong ngày có tốt không???","Xin chào anh, 

Trong phần câu hỏi anh không nêu rõ là đi nhiều lần trong ngày là từ bao giờ, mỗi ngày đi bao nhiêu lần, tính chất phân có bình thường hay không (táo, lỏng, rắn). Nếu đi nhiều lần có các dấu hiệu bất thường như phân lỏng, đau bụng, sốt, thì có thể anh đang gặp vấn đề về đường tiêu hóa. Vấn đề của anh cần phải tới bác sỹ khám, xét nghiệm phân xem có bệnh đường tiêu hóa hay không. Trên cơ sở đó bác sỹ mới cho thuốc cho anh để điều trị tận gốc bệnh. Nước gừng không phải là giải pháp chữa bệnh cho anh. Trong đông y, gừng có tính ôn ấm, sử dụng trong những trường hợp cảm lạnh, lạnh bụng. Với trường hợp của anh chưa khẳng định nguyên nhân gì nên có thể uống nước gừng chưa chắc đã điều trị bệnh cho anh được. 

Chúc anh khỏe"
601,Chủ đề nổi bật,https://edoctor.io/hoi-dap/hoi-uong-ca-phe-bi-say-co-cach-nao-khac-phuc,Em uống cafe hay bị say và mệt mỏi. Có cách nào khắc phục không thưa Bác sĩ?,"Chào bạn.
Với liều lượng thích hợp, cafein có tác dụng tốt cho sức khỏe. Tuy nhiên nếu lạm dụng, hoặc sử dụng cà phê quá đặc (quá lượng) vào thời điểm không thích hợp (uống lúc đói) sẽ dễ gây triệu chứng say cà phê. Chất cafein trong cafe có tác dụng kích thích hoạt động của hệ thần kinh, làm gia tăng các hoạt động thể chất có liên quan đến hệ thần kinh như hoạt động trí não, gia tăng trạng thái thức tỉnh, gia tăng hoạt động tư duy, làm tăng nhịp tim, tăng huyết áp, tăng hoạt động của cơ bắp... Nếu uống nhiều về số lượng và mức độ đậm đặc sẽ gây độc hại cho thần kinh, thậm chí là ức chế mạnh gây loạn óc.
Khi bị say cần uống nhiều nước lọc để giúp pha loãng và nhanh bài tiết cafein, Và lưu ý không nên uống cafe vào lúc đói nhé. 
Thân mến."
602,Khoa thần kinh và cơ xương khớp,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-than-kinh-and-co-xuong-khop-so-455025,"Xin chào bác sĩ,
Bác sĩ cho em hỏi, mấy ngày nay đầu óc em hay quay và chóng mặt. Bị 3-4 ngày nay rồi. Ngày hôm nay thì bắt đầu tai bị ù. Em không biết mình bị gì nữa. Bác sĩ có thể cho em biết triệu chứng của mình không.","Chào bạn
Chóng mặt và ù tai là tình trạng của thiếu máu não. Bạn có thể dùng thuốc tăng cường tuần hoàn não như Piracetam 400mg , ngày uống 6v chia 3 lần ( Uống 10 ngày ) , Vitamin 3B , ngày uống 4v chia 2 lần ( Uống 10 ngày ), Magie B6 ngày 2 viên , chia 3 lần ( Uống trong 10 ngày )
Nếu tình trạng không được cải thiện bạn nên đi khám chuyên khoa thần kinh nhé
Thân mến"
603,Khoa thần kinh và cơ xương khớp,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-than-kinh-and-co-xuong-khop-so-480884,Tôi hay cảm thấy chóng mặt sau khi ngủ dậy,"Chào bạn.
Qua triệu chứng bạn mô tả có thể bạn bị rối loạn tuần hoàn não. Khi bạn nằm ngủ máu lên não bình thường để nuôi não đầy đủ, nhưng khi ngủ dậy do thay đổi tư thế đột ngột, máu lên não không đủ gây thiếu máu não thoáng qua. Điều đó dẫn đến gây chóng mặt và có thể buồn nôn. 
Bạn nên chăm tập thể dục thường xuyên. Ngoài ra, bạn nên tránh dậy đột ngột lúc sáng sớm, nằm thêm nửa phút ngay khi mở mắt, ngồi dậy khoảng 1 phút rưỡi, sau đó cho chân xuống nền nhà và để vậy khoảng 1 phút nữa rồi mới đứng dậy.
Nếu tình trạng vẫn không được cải thiên, bạn nên đến khám chuyên khoa Thần kinh ở bệnh viện để bác sỹ chuẩn đoán đúng nguyên nhân nhé. 
Thân mến."
604,Khoa nội tiết,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-tiet-san-phu-khoa-so-442138,"Xin chào bác sĩ, vo toi thang vua roi ko cham kinh , den ngay hom qua co hien tuog ra mau hom nay cung the toi muon hoi bac sy vo toi nhu the co bi sao ko , co phai co ay co thai ko , chu ky cua co ay khoang ngay 20 hang thang rat deu dan ma thang nay lai nhu the","Chào bạn, 
Thông tin bạn đưa ra không rõ ràng và có thể không chính xác, thường kinh nguyệt được đánh giá là đều là chu kỳ từ 28- 30 ngày. Hơn nữa, hiện tượng ra máu của vợ bạn như thế nào? Biểu hiện đầu tiên của việc có thai là chậm kinh, sau đó mới kể đến các biểu hiện khác như buồn ngủ, đi tiểu nhiều, buồn nôn...nhưng theo bạn nói thì vợ bạn không chậm kinh. Để biết có thai hay không, nếu vợ bạn đã chậm kinh 3-5 ngày có thể mua que thử thai để xác định.
Ngoài ra có thể vợ bạn bị rối loạn kinh nguyệt, vì vậy tốt nhất bạn nên đưa vợ đi khám để chuẩn đoán nguyên nhân.
Thân mến!"
605,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-noi-tiet-so-453167,"Xin chào bác sĩ, tôi bị men gan cao , nhưng không bi viêm gan B hoặc C , vậy tôi có cách nào hạ men gan xuống không , xin cám ơn bác sĩ","Chào bạn!
Tăng men gan có thể là nguyên nhân tại gan và cũng có thể là nguyên nhân ngoài gan. Trong đó viêm gan là nguyên nhân chính như: viêm gan do virus A, B, C, D,viêm gan do thuốc, viêm gan do rượu, viêm gan tự miễn.Viêm gan mạn tiến triển, viêm gan dẫn đến xơ gan do rượu, chất độc, thiểu dưỡng, ung thư gan.
- Tắc đường mật do giun, sỏi; viêm tụy, tắc ruột, viêm dạ dày cấp… 
- Các bệnh truyễn nhiễm như sốt rét, sởi, sốt xuất huyết, nhiễm trùng máu.
- Ngoài ra còn rất nhiều bệnh mạn tính khác hay do điều trị thuốc, chế độ ăn uống không điều độ, uống nhiều bia rượu cũng làm thay đổi men gan so với bình thường.
Khi đã biết mình bị tăng men gan, bạn nên giữ gìn sức khỏe, tránh làm việc quá sức và bước kế tiếp là phải đi khám bác sĩ chuyên khoa về bệnh gan mật để được xác định rõ bệnh và điều trị kịp thời, tránh được sớm những biến chứng,  Mặt khác cần phải theo dõi thường xuyên xem số lượng men gan có thay đổi không và cũng nên làm siêu âm, định lượng gan để biết được tình trạng của gan, ống dẫn mật.
Thân mến."
606,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-noi-tiet-so-438266,"Xin chào bác sĩ,tại sao tăng cholesterol lại dẫn đến đái tháo đường ak, và ngược lại","Chào bạn,
Trong máu có rất nhiều các thành phần khác nhau , trong đó có đường máu và mỡ máu. Mỡ máu có Cholesterol, Triglycerit, HDL, LDL... Nếu như chế độ ăn của bạn không hợp lý , không cân đối các loại thực phẩm hoặc bạn có thể bị rối loạn chuyển hóa thì sẽ gây mỡ máu cao hoặc đường máu cao. Có người cùng lúc tăng cả đường máu và mỡ máu nhưng cũng có người chỉ tăng đường máu hoặc mỡ máu, việc tăng đường máu và mỡ máu không liên quan nhiều đến nhau. Việc bạn tăng cholesterol và bị đái tháo đường là 2 vấn đề khác nhau, trường hợp của bạn có thể là bị tăng cả 2.
Thân mến!"
607,Khoa nội tiết,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-tiet-so-454262,"Xin chào bác sĩ, tôi bị bệnh tiểu đường 8 năm . Hiện tại tôi đang uống thuốc rất đều . Trước khi ăn sáng 1 viên . Sau ăn trưa 1 viên 500mg sau ăn tối 1 viên 500 mg . Bổi sáng đo đường huyết . Trung bình là 6. Đến 7. Sau khi ăn buổi trưa và và tối . Sau khi ăn tối đường huyết là 12. Hiện tại tôi bị suy tĩnh mạch bàn chân . Tôi muốn hỏi bác sỹ là uống loại thuốc nào tốt . Uống thường xuyên hay cách quảng liều lượng dùng và thời gian dùng . Để tôi biết cách điều trị . Cám ơn bác sỹ nhiều .","Xin chào bác
Nguyên tắc điều trị đái tháo đường là giữ đường huyết ở mức cho phép. Nếu đường huyết lúc đói của bác là từ 6-7 là khống chế mức độ trung bình. Buổi tối sau khi ăn xong ở mức 12 cũng chưa phải ổn lắm. Ngoài ra, bác đã có biến chứng suy tĩnh mạch chân thì mức khống chế đường huyết càng phải chặt chẽ hơn. Với liều lượng thuốc như vậy, cũng không cần thiết phải tăng liều mà bác tập trung vào thay đổi chế độ ăn. Bác có thể ăn những thực phẩm ít đường như gạo lứt, rau xanh... cứ 3 tháng bác phải tới bác sỹ khám định kỳ để khống chế bệnh tốt.
Chúc bác khỏe"
608,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-noi-tiet-so-484190,"Xin chào bác sĩ, 
Người cháu bị bạch tạng từ năm lớp 7 đến nay mà vẫn k đỡ. Lúc đầu cháu ăn nhiều trứng lên bây giờ nó lang hơi nhanh và to ra. Vậy cho cháu hỏi làm thế nào để khỏi bệnh và cháu lên ăn những gì và phải kiêng những gì để cháu ngăn ngừa cho hết lang và đỡ lang thêm ạ. 
Cháu xin cảm ơn bác sĩ ạ","Chào bạn !
Nghe như bạn nói thì có lẽ bạn có các mảng bạch biến?
 Bạch biến là một bệnh da lành tính, không ảnh hưởng đến tình trạng sức khỏe chung nhưng làm mất thẩm mỹ, có thể gây mặc cảm xã hội đau khổ cho người mắc bệnh.
- Không điều trị, 15%-20% các trường hợp bệnh bạch biến có thể tự khỏi sau một thời gian. Tuy nhiên,vì bạch biến có thể gây cảm xúc căng thẳng nghiêm trọng cho bệnh nhân nên bệnh cần phải được điều trị. 
- Có nhiều lựa chọn khác nhau trong điều trị bạch biến nhằm phục hồi sắc tố cho vùng da bệnh với những ưu điểm cũng như bất lợi riêng. Không phương pháp điều trị nào có kết quả hoàn toàn hay thích hợp cho tất cả bệnh nhân bạch biến.
- Cần có bác sĩ chuyên khoa chỉ định và theo dõi thường xuyên vì thời gian điều trị bệnh kéo dài và có thể gây một số tai biến cho bệnh nhân
.1. Kem chống nắng SPF>45: ngăn phỏng nắng vùng da bệnh, giảm tổn hại da do nắng (hiện tượng Koebner), giảm rám nắng vùng da không bệnh chung quanh.
2. Mỹ phẩm: dùng để che phủ sang thương bạch biến khu trú ở mặt, cổ, bàn tay.
Ưu điểm: chi phí thấp, dễ thực hiện, ít tác dụng phụ và có thể giúp tổn thương có màu rất giống màu da thường.

3. Corticosteroids bôi tại chổ:
a. Đối với các sang thương giới hạn, thường là thuốc đầu tay cho trẻ em
b. Vị trí: mặt - có đáp ứng tốt nhất, cổ, tứ chi (trừ ngón tay, ngón chân)
c. Dùng corticosteroids tác dụng mạnh trong 1-2 tháng đầu, sau đó giảm liều dần bằng corticosteroids yếu hơn
d. Trẻ em và sang thương lớn hơn: dùng corticosteroids tác dụng trung bình. Cẩn thận khi dùng quanh mắt vì thuốc có thể gây tăng nhãn áp.
e. Theo dõi bằng đèn Wood. Nếu không đáp ứng sau 3 tháng điều trị, nên ngưng bôi thuốc tiếp (30%-40% đáp ứng chậm sau 6 tháng).
f. Dễ thoa, dễ tuân thủ, giá rẻ, thích hợp cho các sang thương giới hạn
g. Tái phát sau khi ngưng thuốc. Tác dụng phụ: teo da, dãn mạch, rạn da…cần được theo dõi kỹ.

Thân ái"
609,Khoa nội,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-khoa-noi-tiet-so-471638,"Xin chào bác sĩ,
Tôi bị basedow hiện tôi đang cho con bú và ko uống thuốc điều trị.hôm qua tôi có đi khám và bác sỹ bảo nếu tôi ko uống thuốc mà cho con bú se ảnh hưởng tới sức khoẻ của bé cả về mặt tinh thần và thể chất nên bác sỹ cho tôi uông thuốc PTU (loại thuốc này tôi đã sử dụng lúc mang thai) nhưng tôi tìm hiểu trên mạng thi loại thuốc nay chỉ sử dụng cho phụ nữ mang thai chứ ko sữ dụng cho phụ nữ cho con bụ.vây xin hỏi bác sỹ cụ thể nếu tôi ko uống thuôc khi cho con bú bé se bị cụ thể là như thế nào và nếu tôi uống thuốc PTU thì có ảnh hương tới khi con bú như thế nao.xin cảm ơn bác sy!","Chào bạn
PTU là thuốc kháng giáp trạng tổng hợp, 
Bệnh basedow thường trở nặng sau khi sinh em bé. Điều trị basedow sau sinh và khi cho con bú thì nhu với người bình thường.
nếu bạn không uống thuốc thì riêng bản thân bạn bệnh có thể nặng lên và có thể dẫn tới cơn nhiễm độc giáp cấp. Hocmon tuyến giáp khiến cơ thể bạn tăng cường chuyển hoá các chất dinh dưỡng khiến giảm sút chất lượng sữa.
Còn việc bạn uống thuốc PTU thì theo các nghiên cứu hiện tại thuốc không ảnh hưởng gì đến em bé khi bạn cho con bú, đặc biệt nếu dùng liều thấp có hiệu quả với bệnh
Vì vậy, bạn cần dùng thuốc điều trị basedow theo hướng dẫn của bác sĩ.
bạn cũng cần tái khám định kỳ để biết rõ tình trạng bệnh và có thể giảm liều thuốc nếu bệnh thuyên giảm.
Thân mến"
610,Khoa nội tiết,https://edoctor.io/hoi-dap/cau-hoi-bac-si-chuyen-khoa-noi-tiet-so-482962,"Xin chào bác sĩ,
Cho e hỏi bạn gái e có ngực bên to bên nhỏ, đầu núm vú thì nhỏ. Như vậy có bị gì không, sau này có ảnh hưởng gì không? 
Cảm ơn bs!!","Chào bạn!
Tình trạng này hoàn toàn bình thường và không có ảnh hưởng gì tới việc có con về sau . Bạn đừng lo lắng quá nhé.
Thân mến."
